labels,data
8,حاشاكَ في كُلِّ فِعلٍ مِن مُناقَضَةِ # فَرَّقتَ في الفِعلِ بَعدَ الجَمعِ في النَسَبِ
0,كَلّا وَلا الصادِقِ في قَولِهِ # مَن لَم يُقِم في النَفسِ بُرهانَهُ
7,زَمن البَيْنُ لأنّ البَيْن لَمْ # يُبْقِ مِنْ أزْمانِنَا مَا يُرْتَجَى
4,لا يَرحَمُ اللَهُ أَرؤُساً لَهُم # أَطَرنَ عَن هامِهِنَّ أَقحافا
11,لقد طلعت علينا من سناه # نجومُ اليمن بالخصب المريع
7,وَتُقَاوِيهِ بِنِيرَانِ الْجَفَا # وَبِخَدَّيْكَ نَعِيمُ الْمُهَجِ
9,فَهْيَ قُطْبُ المحرابِ وَالْحَرْبِ كم دا # رت عليها في طاعة أَرحاءُ
10,وَلا اعْتمَّ فِي صَدْرِ المَجَالِسِ مالِك # وَلا حاتِم الأَضيافِ فِي لَيْلَةِ البَردِ
8,مذ أنزلوا الكل فيما كان تنزيلا # وقسموا الحرب أثلاثاً ومالهمو
9,فارِسُ الحَربِ وَالمُعَمَّمُ فيها # مِدرَهُ الحَربِ حينَ يَلقى نِطاحا
0,ما مِن حقوق أهلِه عليكمُ # أنْ تُصبحوا إلى النوى خُضوعا
8,عن القياس فدَقَّت عن نُهَى البشر # من ذاك أحمقُ مرزوقٌ له جِدَةٌ
7,أَيُّ وَحْشٍ كاسِرٍ لا يَنْثَني # أَيُّ أَفْعَى سُمُّهُ في بَدَني
4,وَفارِسَ الأَحمَرِ المُكَلِّلَ في # طَيِّئٍ المُشرَعَ القَنا قِبَلَه
7,كل أفقٍ سار فيه ذكره # يا له سعدٌ ثنته بركه
13,وَالأَجَلُ المَقضِيَّ وَالسِيَر وَما # آنَسَ فَوقَ الطورِ مِن عَليا الشَجَر
0,تمعجُ خيل الله في نقعها # بكل طافٍ في الوغى عائم
8,سقياً لأيامنا الغر التي سلفت # مع الأحبة من سكان نعمان
9,يذكرُ العهدَ بالعقيقِ فيبكي # لهواهُ بدمعةٍ حمراء
2,سَأَلنا المَعاشِرَ عَن خَيرِهِم # فَقالوا بِغَيرِ اِكتِراثٍ قُبِر
8,هيهات ذاك وإِن الأَمر فيه قضي # لا نعمة وردت إلا بها صدرت
2,فيا حُسْنَه وهْو بين الشِّباك # وقد ظلَّ مشتِبكا يضطربْ
2,بِكَفِّ الَّذي قامَ من حَينه # إِلى الصابِرِ الصادِقِ المُتَّقي
2,وَكَم حافِرٍ حُفرَةً لِاِمرِئٍ # سَيَصرَعُهُ البَغيُ فيما اِحتَفَر
1,وتَرى الفُراقِدَ والفَراقِدُ ترتعي # بمنابتِ السُعْدانِ والسِّعدانِ
9,وغَسَلْتُ الذي جَمَعْتُ مِنَ الشع # رِ بِفَيْضٍ عليه غسْلَ صُخورِ
1,سارُوا فَهَلاَّ زَوَّدُوهُ بنظرةٍ # منهمْ وقد تَتَلَفَّتُ الغِزلانُ
9,وَأَقاموا حَتّى أُزيروا شُعوباً # وَالقَنا في نُحورِهِم مَحطومُ
11,كَأَنّا في بِحارٍ مِن خُطوبٍ # وَلَيسَ يَرى لَها الراؤونَ عِبرا
8,ترجى ولا الصبر عنه ينسخ الحزنا # لو كان يجدي البكا ميتاً بكيت له
13,يُقَاسِمُ الإِخوَةَ فِيهِنَّ إذَا # لَم يَعُدِ القَسمُ عَلَيهِ بِالأَذَى
7,مال نحوي بعطفه الاشفاق # فتلقيته بفيض المآقي
8,إِن رُمت أَذكُر شَيئاً مِن مَآثره # فَشَرحُهُ بِلِساني غَير مَشروح
8,أحبابُنا بعدوا عنّا وذكرُهمُ # مُرَدَّدٌ بيننا مِن غيرِ اِسهابِ
7,اِعقِلي إِن كُنتُ لَمّا تَعقِلي # وَلَقَد أَفلَحَ مَن كانَ عَقَل
13,جَلّى عَلى وَجهِ الثَرى كِتابُهُ # وَشَرِقَت بِمائِها شِعابُهُ
1,أغنى ابتداء نداء عن قولي له # ما أحوج البادي إلى إتمامه
11,كَفاكَ اللُبُّ رِحلَةَ جاهِليٍّ # تُزيرُكَ أَيلَةً وَبِلادَ نَخرِ
2,قَصَدْنَا ابْنَ دَاوُدَ ذَا الْمَعْلُوَاتِ # عَلِيّاً عَلِيَّ الْمَقَامِ الْجَلِيلْ
11,لِمَا قُلْنَا عَدَدْنَا النَّوْحَ بَوْحاً # بِنَيْلِ الرَّوْحِ لاَ وَجْداً بِفَقْدِ
8,لا ترْكَننَّ إلى أخْلاقِ غانيَةٍ # فالغدْرُ شأنُ الغَواني أيها الرجلُ
10,مُعَوَّدَةً سَبْيَ النفُوسِ وَقَتْلَها # وَمَا عَرَضَتْ جَيْشاً وَلا عَرَفَتْ غَزْوَا
10,فتِلك عُرُوشُ الياسَمينَ وزَهْرُهُ # كَزهر النجوم وَسطَ أفلاكِها تَبدُو
10,وَما عَبَرَت إِلا أخا عبراتِها # غَداة جِراحِ البينِ مِلء الجَوارِح
7,شدّ ما يخجلني جهد المُقِل # مِن شبابٍ ضاع أو من نور عينِ
0,قَد قُلتُ لَمّا مَرَّ بي مُعرِضاً # في قَفَصٍ يَحمِلُ زَرزورا
1,أرسلتُ لحظي رائداً فأضلّهُ # ليلٌ يمدُّ بغدرِه وبعُذْرِه
4,غصن نديم الدلال ميله # تبارك الله باري النسمه
4,ثُمَّ نَهاني المَهدِيُّ فَاِنصَرَفَت # نَفسي صَنيعَ الموفَّقِ اللَقِنِ
9,أنتَ يا رقةً تذيبُ القلوبَا # وتذيبُ الصخرَ الأصمَّ المذيبَا
1,وعصيت فيك العاذلين ولم أزل # متجشماً لجج الطريق العالق
8,سلوا نسيمَ الصبَّا تُهدي تحيَّتنا # إليكمُ فهي تدري كيف نُهديها
11,يرى وضحَ النّصولِ فُصولَ شَيبٍ # فيخضِبُها بأحمرَ كالدِّهانِ
9,لَيْسَ هَتْكُ المُحبِّ في الحُبّ عاراً # حِينَ تَرْنُو اللَّواحِظُ القَتَّالَهْ
2,أَمِ الباذِجانِيُّ أَم عامِرٌ # أَمينُ الحَمامِ الَّتي تُزجَلُ
11,فَوَيحَ النَفسِ مِن أَمَلٍ بَعيدٍ # لِأَيَّةِ غايَةٍ في الأَرضِ تَجري
13,يَظُنُّ بي الجامِدُ أَنّي جامِدٌ # وَلَو رَأى رَأى السَحابَ في المَمَر
9,سَرّ أهلَ الأمصارِ والبَدْوِ حتى # جازَهُمّ عامِداً لأهْلِ القُبورِ
7,يا رسول اللَه إني بكم # مستجيرٌ فأجرني ونل
13,قد جانس الإحسان بالحسن فهل # جميله يشتق من جماله
13,ضَرباً فَلا تَسمَعُ إِلّا غَمغَمَه # تَقطَعُ كُلَّ ساعِدٍ وَجُمجُمَه
8,فلا عدا شرف الدين الثناءُ اذا # طابَ النَّديُّ بذكر المحسن الحسن
10,وَإِنّي لَصادي الجَوفِ وَالماءُ حاضِرٌ # أَراهُ وَلَكِن لا سَبيلَ إِلى الوِردِ
7,أَمَرَ الحازِمُ نَفساً بِالتُقى # ذاكَ أَمرٌ مِن لَبيبٍ لَم يُطَع
9,كم لها بالجَمالِ آياتِ سِحرٍ # قد أضلّتْ عُقولَنا عن هُداها
1,كَيفَ الخلاصُ على مِلاصَ وسُورُها # من حيثُ دُرْتُ به يدور قريني
13,ومن جنايات اللئام بعض ما # لا يقدر الشعر على احتماله
7,حَلَّ بِالجَزعِ فَحَلّى دَوحَهُ # وَسَقى مِنهُ النَدا ذاكَ النُدَي
1,دَسْتٌ بياذِقُهُ سطَتْ بشِياهِهِ # وتَحكَّمتْ فيهِ بحكْمٍ غالِب
13,مِن أَعيُنٍ بانَت قُلوبٌ لَنا # وَالكُلُّ في الأَجسامِ حَيرانُ
1,وتصرف الوزراء عن آرائه # كتصرف الأسماء بالأفعال
1,والجيدُ أتْلع والشِفاه لواعساً # والجَفنُ أو طف ناعِساً متكسرا
8,مرابعٌ لم أزلُ فيهنَّ ذا جزعٍ # بعد الخليطِ وماذا ينفعُ الجزعُ
8,وما عليَّ الذي شادوهُ من شرفٍ # مرعىً خصيبٌ ولكن أنت سعْدان
4,قَد تَلِفَت قَبلَهُ النُفوسُ بِكُم # وَأَكثَرَت في هَواكُمُ العَذَلَه
13,فَلَم أَزَل أَمسَحُهُ حَتّى اِنبَسَط # وَهَشَّ لِلصَيدِ قَليلاً وَنَشَط
8,لو أن مَنْ سلبَ الأجفانَ رقدتَها # بهجرِه لم يُطِلْ فيه تَماديهِ
0,لا فرق إن فكرت ما بيننا # وبين هذا البهم السائم
7,وَعَلِيٌّ بابُ جَنّاتِ العُلى # فَأتِ مِنهُ بِجَنِ داني جَنَّتَي
1,فكأنّه والريحُ تخفِقُ حولَه # وتَهابه فتكفُّ عن تجعيدهِ
2,فَلَمّا رَأَيتُ بَأَنَّ البُكاءَ # سَفاهٌ لَدى دِمَنٍ قَد بَلينا
10,أَلا إِنَّما أَفنى دُموعي وَشَفَّني # خُروجي وَتَركي مَن أُحِبُّ وَرائِيا
13,وَسارَ بَل طارَ إِلَيهِ عَسكَرُه # ما كانَ إِلّا بِالعِيانِ خَبَرُه
13,مِثلَك في ثِيابه المُشَمّره # جاهد لا في الحَلق المسمّره
11,فَلا وَاللَهِ ما تَدري مَعيصٌ # أَسَهلٌ بَطنُ مَكَّةَ أَم يَفاعُ
11,وَأَرْسَلَ صُدْغهُ عَرْفاً نِثَاراً # بِخدٍّ مَا لَهُ فِي الوَرْدِ مِثْلُ
9,ونديم يسعى بكأسيهِ مسعى # قمر التّم حوله الفرقدان
2,وَكانوا مُلوكاً بِأَرضيهِمِ # يُبادونَ غَصباً بِأَمرٍ غَشِم
7,وَرَأَوا تَحريمَ ما حَلَلتُهُ # وَاِستَباحوا حُرَمي في حَرَمي
4,إذا حَنا منهمُ أضالعَهُ # على قلوبِ ملأنَها مِحَنا
0,ينفحُ بالطيبِ فيستافُه # مِن نسماتِ الريحِ نشّاقُ
4,علَّمه النظم فضل سيِّده # فجاء حلياً بغير وسواس
9,وَكَفَتْهُ بِنَسْجِها عنكبوتٌ # ما كَفَتْهُ الحمامةُ الحَصْداءُ
4,غَرّاءُ مِثلُ الهِلاَلِ صُورَتُه # أَو مِثل تمثالِ صُورَةِ الرُّهُبِ
7,يا رسول اللَه يا شمس الهدى # كل ضر بكم قد كشفا
1,فَذَّ تَبَسَّمَ عَنهُ صَدرُ المُنتَدى # طَرَباً بِهِ وَاِهتَزَّتِ الأَندادُ
7,لاَ كَبَا جَدُّكِ مِنْ سَيِّدَةٍ # فَضْلُهَا يَشْمَلُهُ فِي كُلِّ حِينْ
10,يُسائِلُني صَحبي فَما أَعقَلُ الَّذي # يَقولونَ مِن ذِكرٍ لِلَيلى اِعتَرانِيا
13,وَإِن بَدا بِالرُمحِ كانَ أَعجَبا # تَحسَبُهُ قِرداً يَجُرُّ ذَنَبا
1,يا من سبا الشعراء نمل عذاره # النجم يشهد لي بأني صدنف
8,لِيتاهُ موضع الأهْوانِ بالبُتُّرِ # أمَّا تريني كنصلٍ لا كميَّ له
1,عذراء لامسها المزاج فأنتجت # كأسا تطوف به على جلاسها
4,إن ابْنَ عَدْلانَ حاز بفطنته # وِرِّثها عن دماغِ عَدْلانِهْ
2,فَيا عَجَباً كَيفَ يُعصى الإِلَهُ # أَم كَيفَ يَجحَدُهُ الجاحِدُ
7,كيف يفنى ما كتبناه بنار # وخططناه بسهد ودموع
13,وَقَطَّعَ المَجلِسَ في اِكتِئابِ # وَذِكرِ حَرقِ النارِ لِلثِيابِ
10,فَإِن قالَ أَهلي ما الَّذي جِئتُمُ بِهِ # وَقَد يُحسِنُ التَعليلَ كُلُّ أَريبِ
8,حتام سفن أَمانينا عَلى يَبس # تَجري بِجَنح ظَلام مَطفيء القَبسِ
8,بأساً ويفْضُل هطَّال السحاب جدا # ظلُّ الأسنَّةِ لا جيرانُ بغدادِ
0,وَشَرُّ حالِ المَرءِ في نَفسِهِ # أَن يَتَعَدّى نَفسَهُ خَيرُه
8,فهفي على غرباء الدار حين نووا # ولم يطيفوا بهم أهل وعواد
9,طافِياتٍ كَأَنَّهُنَّ يَعاسيبُ # عَشِيٍّ بارَينَ ريحاً دَبورا
10,فَصارَ إِلى أَن راجَعَ الوَصلَ صاغِراً # وَعادَ إِلى ما تَشتَهينَ فَأَعتَبا
9,أعربت ذكره مباني علاه # فعجبنا لمعرب اللفظ مبني
11,وَقَدْ صَفّتْ لهُ الأتراكُ جُنْداً # وَأَصْبَحَ رَاكباً تَحْتَ العَصَائِبْ
4,أهلاَنِ للدَّارِ مِنهُم الأَنَسُ الظَّا # عِنُ مِنهُم باكٍ ومُكتَئِبُ
0,وَلا تُصَدِّقهُم إِذا حَدَّثوا # فَإِنَّني أَعهَدُهُم يَكذِبون
7,لا تَظُنِّي الدَّهرَ لِي مُستَلِباً # إِنَّما جَرَّدَ مِنِّي مُرهَفَا
4,ويا سقي الله من أبيك ثرى # ثوت به حشمة وآداب
13,إنْ قُلْتُ مِن أَينَ يَقولُ مِن سَقَرْ # وَاللَّهِ مَا بَيْنكُمُ إلاّ سَفَرْ
11,أَلا هاتَ أَسقني كَأساً فَكَأسا # وَحيّ بِها ثَلاثاً بَل سداسا
1,فليظفرنّ من السعيدِ بأنعمٍ # تَتْرى وجودٍ فائضٍ ونَوالِ
13,ضَخمَ الكَراديسِ خَميصَ الأَشكَلِ # ذي حَنجَرٍ رَحبِ وَصَلبٍ أَعدَلِ
2,وَلا تُعطِ وُدَّكَ غَيرَ الثِقاتِ # وَصَفوِ المَوَدَّةِ إِلّا لَبيبا
8,عَزيز صَبر أَذَل الحُب مُهجَتَهُ # وَعَنَّفتهُ عَلى الشَكوى عَواذلَهُ
7,وإِذا ما هينمت ريح الصَبا # صفّقَ النهر لذاك النغمِ
0,دَعْنِي وَحالِي فَالْهَوى دَيْدَنِي # وَمَذْهَبِي الأَسْنَى وَخِدْنِي الأَرِيبْ
11,وأرواح تطير إلى علاها # بأجنحة الغرام المقعديه
